mls,price,address,beds,baths,sqft,year_built,lot_size,garage,agent,city
2123836,"$629,900","1373 E Bell Buoy Way, Eagle Mountain, UT 84005",4,3,3428,2019,0.18 Ac,2123836,"Contact Agent Scott E Zeller 801-214-4929 Co-Agent Dustin Zeller 801-836-2225 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123799,"$575,000","9745 N Bridge St, Eagle Mountain, UT 84005",5,4,3247,2018,0.14 Ac,2123799,"Contact Agent Jason Knight 801-592-0730 Co-Agent Hilary A Cheney 801-885-3151 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123762,"$895,000","2884 W Browns Meadow Rd, Eagle Mountain, UT 84013",4,3,4059,2025,1.00 Ac,2123762,"Contact Agent Joshua Wagstaff 801-995-1214 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123695,"$575,000","3026 E Tinamous Rd, Eagle Mountain, UT 84005",5,4,3522,2000,0.18 Ac,2123695,"Contact Agent Haley Hales 801-888-9614 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123756,"$804,844","2821 N Scarlet Road Lot   #149, Eagle Mountain, UT 84005",4,4,4574,2025,0.75 Ac,2123756,"Contact Agent JeNee Hutchinson 435-313-3104 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123591,"$615,000","3772 E Cunninghill Dr, Eagle Mountain, UT 84005",5,3,3337,2021,0.07 Ac,2123591,"Contact Agent Brett Henry 801-623-2518 Co-Agent Haley Porter 801-427-4299 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123502,"$425,000","1857 E American Way  #13, Eagle Mountain, UT 84005",3,3,2310,2019,0.06 Ac,2123502,"Contact Agent David B Grant 801-400-4501 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123568,"$785,952","2176 E Swallow Drive Lot   #4044, Eagle Mountain, UT 84005",7,5,3121,2025,0.34 Ac,2123568,"Contact Agent JeNee Hutchinson 435-313-3104 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123573,"$2,499,000","2628 E Prairie View Dr, Eagle Mountain, UT 84005",6,7,7339,2015,0.97 Ac,2123573,"Contact Agent Mike Gooch 801-623-1283 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123442,"$629,000","5360 N Honey Suckle Way  #643, Eagle Mountain, UT 84005",4,3,3707,2025,0.18 Ac,15,"Contact Agent James Telaroli 801-860-8888 Co-Agent Dallin Telaroli 801-900-0068 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123343,"$579,900","2004 E Chickadee Dr  #4091, Eagle Mountain, UT 84005",5,3,3922,2025,0.19 Ac,2123343,"Contact Agent Melanie Ataata 801-205-7305 Co-Agent Andra Killian 801-906-1715 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123351,"$539,900","2012 E Porcupine Dr  #4156, Eagle Mountain, UT 84005",4,3,3496,2025,0.17 Ac,2123351,"Contact Agent Melanie Ataata 801-205-7305 Co-Agent Allyson Henderson 801-842-6199 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123439,"$749,466","2982  Kingbird Dr  #620, Eagle Mountain, UT 84005",4,4,4577,2025,0.20 Ac,2123439,"Contact Agent Brinley D Edwards 801-888-7401 Co-Agent Tyson R Brooks 801-244-7528 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123324,"$419,900","2025 E Swallow Dr  #4065, Eagle Mountain, UT 84005",3,2,2264,2026,0.16 Ac,2,"Contact Agent Allyson Henderson 801-842-6199 Co-Agent Andra Killian 801-906-1715 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123313,"$576,768","3006 N Lone Pine St  #642, Eagle Mountain, UT 84005",3,3,3547,2025,0.15 Ac,2,"Contact Agent Curtis B Borg 801-209-4071 Co-Agent Tyson R Brooks 801-244-7528 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123259,"$484,060","3406 N Gina St  #1214, Eagle Mountain, UT 84005",3,3,2598,2025,0.11 Ac,2123259,"Contact Agent Christen McLam 801-808-4568 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123201,"$530,000","2068 E Jordan Way, Eagle Mountain, UT 84005",5,4,3700,2007,0.21 Ac,2123201,"Contact Agent Peggy Hamlin 801-558-3623 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123116,"$474,179","3393 N Gray Wolf Lane Lot   #4013, Eagle Mountain, UT 84005",3,2,3012,2025,0.14 Ac,2123116,"Contact Agent JeNee Hutchinson 435-313-3104 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123094,"$649,700","1862 E Kern Mtn, Eagle Mountain, UT 84005",3,3,3449,2023,0.18 Ac,2123094,"Contact Agent David Harman Jr 801-367-5663 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123037,"$915,000","9039 N Mount Airey Dr, Eagle Mountain, UT 84005",9,6,5268,2006,0.30 Ac,2123037,"Contact Agent Michael S Anderson 801-867-5321 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123002,"$550,000","1502 E Lowe Peak Dr, Eagle Mountain, UT 84005",3,2,3231,2019,0.17 Ac,2123002,"Contact Agent Linda Harwood 801-420-1404 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122991,"$445,000","3793 N Cuade St, Eagle Mountain, UT 84005",4,3,3140,2024,0.11 Ac,2122991,"Contact Agent Jonathan B. Andrade 801-634-9951 Co-Agent Mayra Reyes 801-357-9777 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122940,"$999,999","6291 N Glenmar Way, Eagle Mountain, UT 84005",4,3,5249,2021,1.00 Ac,4,"Contact Agent Bryce Hansen 801-654-3800 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122816,"$465,000","3746 N Browning St, Eagle Mountain, UT 84005",4,3,3007,2023,0.11 Ac,2122816,"Contact Agent Josh Johnson 801-367-5886 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122952,"$735,000","9707 N Grenada Ln, Eagle Mountain, UT 84005",5,3,3041,2013,0.50 Ac,2122952,"Contact Agent Joshua Wagstaff 801-995-1214 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122688,"$449,990","3431 N Gina St  #1220, Eagle Mountain, UT 84005",4,2,2855,2025,0.10 Ac,2122688,"Contact Agent Christen McLam 801-808-4568 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122685,"$469,990","3423 N Gina St  #1219, Eagle Mountain, UT 84005",4,3,3285,2025,0.11 Ac,2122685,"Contact Agent Christen McLam 801-808-4568 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122672,"$660,000","9142 N Kilkenny Way, Eagle Mountain, UT 84005",5,4,3800,2012,0.18 Ac,2122672,"Contact Agent Cristian Millian Nunez 801-719-4237 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122662,"$550,000","6935 N Kiowa Pkwy, Eagle Mountain, UT 84005",6,3,3033,2006,0.14 Ac,2122662,"Contact Agent Melinda Wolf 801-915-5993 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
